PointID,x,y,density_gradient_magnitude
47483,0.03049700551280334,0.01707287189789237,50.94075707110449
48201,0.03241863543830803,0.01817628890357838,49.771946153950694
48919,0.03415955027646128,0.01931117864268795,48.675562578954086
48918,0.03693053395789679,0.01980700804257544,41.42642787025897
49636,0.03848189326583643,0.02098480998404571,43.504279347699985
50354,0.039834277453543,0.02220086148069384,43.50535904786217
50353,0.04260580650362708,0.02271639399905524,39.74683492629527
51071,0.04374968503820793,0.02398449011297713,40.80408887017986
51788,0.04744713059842993,0.02583837669264272,38.39810433959311
52506,0.04814285607551992,0.02721616293145075,33.33745903798402
51787,0.0502200338896114,0.02637999959911078,36.40879768574833
51786,0.05299331938840607,0.02692401086172803,31.73408734597586
52504,0.05369024464829177,0.02832730444326738,35.32650230203401
53221,0.05692182212422357,0.03036333917741736,33.52905323044013
51784,0.05854109687499233,0.02801942058864098,18.777202427641647
53220,0.05969754454892061,0.03094023730530361,32.47806588523781
53937,0.06268121069430933,0.03309446413541747,31.38268945613807
52500,0.06479056914607068,0.03058234834128197,16.286038625128025
53936,0.06545929250524311,0.03369418689295495,30.501602566389302
54653,0.06818466390897199,0.03598296531586101,29.39198382768077
55370,0.07063844447065512,0.03839998362022538,25.437023488111137
54652,0.07096579473668614,0.03660878680360413,29.192384775461683
54651,0.07374776434088105,0.03723876850934432,27.69088794937445
55368,0.07620754803484985,0.03970676329317023,27.743325219176878
56085,0.078385365146589,0.04232433764645883,23.70326147676622
55367,0.07899363817583302,0.04036735272824615,27.40369620631325
55366,0.08178081287798666,0.04103291179108086,26.114615723995485
56083,0.08396680390224734,0.04371032284998159,25.966817832020368
55365,0.08456911913576232,0.0417035733984355,24.1725604209204
56082,0.08675952198108847,0.04441194719274764,26.06234517817895
56081,0.08955365171915824,0.04511953780838712,25.366437383995
56798,0.09145892099655045,0.04804254845689345,23.505984053862637
56080,0.09234925634598404,0.0458332606241488,24.134383161913075
56797,0.0942604958473543,0.04879284940808064,24.221001278364806
56796,0.0970639214942638,0.04955035120429144,24.460238251834678
56795,0.09986928380926455,0.05031526222840517,24.113757983855578
