PointID,x,y,density_gradient_magnitude
45395,0.03168752162742519,-0.01588686849255832,204.24678473494748
43953,0.0322538196813468,-0.01475738417794341,474.65278557781807
44675,0.03481639023062958,-0.01578072584993145,417.3378807170777
45397,0.03723021607243661,-0.01682802736506523,384.17041263104977
46119,0.0394879034072636,-0.01790148527221254,414.54281824614367
46841,0.04158170320660254,-0.01900349707224389,395.2573386726631
47563,0.04350349526328008,-0.02013668023372395,355.60837313385355
46842,0.04435331936314638,-0.01948951103402356,312.9469895276843
47564,0.04627520876232455,-0.02063045499243598,336.0734027808551
48286,0.04801664004730259,-0.02180610044216271,366.4672805159698
49008,0.04956871070779147,-0.02301963249934594,304.88107688292786
49009,0.05234107500251979,-0.02353285183263309,343.982048017323
49010,0.05511372337549529,-0.02404795717863343,291.75177022740957
49732,0.05646782187096132,-0.0253233429034726,314.0334331566407
50454,0.05761367466038074,-0.02664571861035163,257.5337073746587
49733,0.05924117848643556,-0.0258509013537938,292.207512485696
49734,0.06201488176444704,-0.02638062604459296,228.20843327059166
50456,0.06316182261054482,-0.02772614287492243,288.1463536842037
51179,0.06686602153335176,-0.02968188133412027,270.932090884373
50458,0.06871160397795534,-0.02881631645995767,203.89365195899563
51180,0.0696419350340641,-0.03024144083560932,270.6248980825829
51181,0.07241834919068199,-0.03080381183696008,256.8142529676877
51903,0.07312126949803047,-0.03230440397770062,256.38246834390134
51904,0.07589932304900843,-0.03288466931671263,260.433112539564
51183,0.0779727607692721,-0.03193726332926357,165.2809493429399
51905,0.07867799268719577,-0.03346818720091181,259.4602403905441
51906,0.0814573036924604,-0.03405503888811382,247.17019943595932
51907,0.08423728253310857,-0.03464530828772043,222.69746026630145
52629,0.08470677060090216,-0.03628135441724384,253.114776894195
52630,0.08748914341116103,-0.03689294006923249,258.0803585539155
52631,0.09027234250472539,-0.03750849684346736,259.60628786239823
53353,0.09049623219437844,-0.039264449513139,196.1109130514299
52632,0.09305640301452289,-0.0381281285314217,257.58668101947205
52633,0.09584136179571827,-0.03875194245490697,253.15225488781465
52634,0.09862725752315617,-0.03938004961162065,247.5674647150457
